"","V1"
"1",NaN
"2",6.73942484156216
"3",5.61979540493843
"4",3.88014449408995
"5",3.25339995943531
"6",2.33397450030551
"7",1.707304081182
"8",1.18854070293976
"9",0.409037676817698
"10",0.00189468810686901
