"","x"
"1",NA
"2",5.6173450952022
"3",7.10365805509955
"4",8.09098514612889
"5",9.83411037618025
"6",10.9690855939377
"7",11.615717567767
"8",11.7459965343052
"9",9.96248696587318
"10",NA
