"","x"
"1",NA
"2",1.33391125785001
"3",1.60711507711578
"4",1.7705716194828
"5",2.08244186508622
"6",2.26359105402569
"7",2.35908286602208
"8",2.36304584337482
"9",1.73709343038113
"10",NA
