"","x"
"1",4.50240761678221e-149
"2",1.42505651566598e-45
"3",8.14388495061302e-52
"4",1.73775431393643
"5",3.08450514772397
"6",2.91545365530421
"7",1.38460468489761
"8",NA
"9",-0.449202427416475
"10",-0.485361123836201
