"","x"
"1",9.25999507622398e-148
"2",1.81249278840809e-44
"3",1.362642910054e-50
"4",4.91946539341108
"5",9.56576817082241
"6",7.95225754790947
"7",4.7419241574839
"8",NA
"9",1.44446957698096e-06
"10",0.00422627693519698
