"","dt","N","dx","Nj"
"1",0.000936885252386957,127.067449022508,0.00794447906492573,19.0244038850748
"2",0.00094894708067235,125.452326554681,0.00714513256193686,18.8999221561336
"3",0.00094616146639432,125.821673441523,0.00733747460681669,18.928459031137
"4",0.000949585089911197,125.368037380149,0.00710034577248202,18.8934038306958
"5",0.000952339393297319,125.005454867761,0.00690366617839253,18.8653392586674
"6",0.00095465395221586,124.702379088565,0.00673394741471451,18.8418493755301
"7",0.000951844481300092,125.070451514323,0.00693941774934384,18.8703731131584
"8",0.000980270426593594,121.443650464194,0.00444179844279385,18.5874553409453
"9",0.001,119.047619047619,0,18.3982236504614
"10",0.001,119.047619047619,0,18.3982236504614
