,V1,V2,V3,V4,V5
1,47.5,0.149851673,2.241595347,1.877794438,1.905955711
2,48,0.133914827,1.940259685,1.660344759,1.688874442
3,48.5,0.137722011,2.012114644,1.71228079,1.740714976
4,49,0.133030716,1.923586738,1.648285197,1.676837432
5,49.5,0.129158586,1.850627795,1.595473499,1.624129275
6,50,0.125830553,1.788008471,1.550090198,1.578840643
7,50.5,0.129861199,1.863858579,1.605055711,1.633692319
8,51,0.081907802,0.973875632,0.952223347,0.98277434
9,51.5,0,0,0,0
10,52,0,0,0,0
