"","V1"
"1",0.201873668002359
"2",0.212422852960529
"3",0.34117816342184
"4",0.455223343500236
"5",0.612029972347927
"6",0.806306707302617
"7",1.10918699408377
"8",1.09676242024084
"9",NaN
"10",NaN
