"","V1"
"1",2.80305173252376
"2",2.96797818862967
"3",1.75110251294787
"4",1.41601365227734
"5",1.11331665237026
"6",0.711538260644495
"7",0.514787220117823
"8",0.354641311451758
"9",0.249728373757762
"10",0.155274410087353
