"","V1"
"1",2.79433142833173
"2",2.95453076565693
"3",1.74274470293378
"4",1.40847297814994
"5",1.10645908523785
"6",0.704265093136218
"7",0.507944808231671
"8",0.348603579174387
"9",0.243998435341503
"10",0.150386332028735
