"","x"
"1",0.863809862980731
"2",0.42026878002347
"3",0.371056263475285
"4",0
"5",0.036664657423224
"6",0.1156039437453
"7",0.115749185861301
"8",0.0243110233132661
"9",0.0143540886724954
"10",0.0164581056100018
