"","V1"
"1",3.43535415905266e-05
"2",6.44952740178919e-05
"3",4.44351301649134e-05
"4",0.265549528020872
"5",1.86272514778969
"6",3.5820413150514
"7",5.8273752425177
"8",NaN
"9",10.471257490545
"10",15.3974635599234
