"","x"
"1",0.744609764904493
"2",0.812871200414261
"3",0.798442174862507
"4",NA
"5",0.999999970867578
"6",0.468659845823475
"7",0.172406822755354
"8",2.22538250229625e-18
"9",1.57628167384975e-104
"10",1.04214685258084e-135
