"","x"
"1",NA
"2",3.7300117063128
"3",3.4004230882694
"4",1.2579530916686
"5",2.3055131023976
"6",1.937522720332
"7",2.0606637539325
"8",2.04160655045579
"9",1.44661892459925
"10",3.08250644701088e-05
