"","x"
"1",NA
"2",8.78185863178076
"3",9.01041110923969
"4",5.91289912453918
"5",9.75737746149433
"6",10.4973010005638
"7",11.5551544893236
"8",11.7623676726969
"9",8.57917361168276
"10",0.000547410397355459
