"","x"
"1",NA
"2",0.776736099530228
"3",0.768245010081624
"4",0.880219619070857
"5",0.729414439908504
"6",0.683227382935545
"7",0.578229466020246
"8",0.471449945921266
"9",0.212903625552299
"10",4.14085748446135e-06
